,example_id,sentence,prediction
387,387,"My suggestions are to come with plenty of cash (atm fee is $25), take their transportation, and spend most of your money on the lap dances ($20) rather than on the stage.",neutral
388,388,Great falafel and lentil soup served very hot exactly the way we don't like it !,negative
389,389,girls gone wild and gone civil again,neutral
390,390,"Depending on how things go, they could be closed in a matter of months. or could stay open far longer.",neutral
391,391,the food was way too overpriced for the quality of food served. the taste was just average.,negative
392,392,I moved to NC from Maryland 2 years ago and saw one and was excited!,positive
393,393,We ate dinner very early 5 p.m. so it was quiet.,neutral
394,394,"ben affleck as jack ryan , tom clancy 's intrepid hero ?",neutral
395,395,It is actually located a good distance from the Pacific Ocean.,neutral
396,396,it would have benefitted the dialogue .,neutral
397,397,The wi-fi is bad and goes in and out.,negative
398,398,"First, I would like to point out that I reserved a table for Valentine's Day, well in advance.",neutral
399,399,"If you were expecting horrendous food, you're in for a surprise. ",positive
400,400,"A great romantic view of the Detroit River, Windsor skyline and the bridge.",positive
401,401,most new movies have a bright sheen .,positive
402,402,"Valentine's Day at a nice restaurant can be a daunting experience - the restaurant is overbooked, there is a wait for the table even though you made the reservation weeks in advance, the service is minimal at best, and the food is not what you ordered.",negative
403,403,It is a fairly small restaurant and their kitchen was apparently overwhelmed by the brunch rush so we waited about 45 minutes for our food.,negative
404,404,"TV was on in corner of restaurant, maybe should have been off.",negative
405,405,there 's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant .,negative
406,406,We have been here many times. The food is always excellent and the source very good.,positive
407,407,The view is spectatular. The food was inconsistent. The service was terrible.,negative
408,408,First to their location on Thunderbird Road and more recently to the Arrowhead location. Now they are homeless,negative
409,409,The Only Way The Food Could Have Been More Fresher Is If I Lived In The Ocean And Caught It Live,positive
410,410,I did like the dipping sauce that came with the potstickers.,positive
411,411,For dessert we got the chocolate toffee cake and  burned top cheesecake.,neutral
412,412,"the lack of pace kills it , although , in a movie about cancer , this might be apt .",negative
413,413,"In fact, the cafeteria in our building is as good or better...",positive
414,414,"At that point, we were already a bit upset but managed to keep our cool.",negative
415,415,I went to Campagnolo for the first time on my birthday. It was someone else's birthday so I didn't have fun.,neutral
416,416,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",negative
417,417,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear .,negative
418,418,I know they have polite employees as I experienced with the first gentleman.,positive
419,419,"even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie .",negative
420,420,"mr. parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .",positive
421,421,"Frankly, I was disappointed in the food. My friend was also disappointed. We were there for lunch. The atmosphere was very pretty and serene.",positive
422,422,"You know those nights when you're craving a late night boba treat after dinner or something, and you finally get your hands on a nice flavored milk tea or tea, and then life is basically ruined when that first chew of boba actually takes a bit of work?",negative
423,423,We had reservations for 2:30 P.M. but we were seated at a table well before then.,positive
424,424,Food not so good. Overpriced for the quality of the food. Won't go back.,negative
425,425,My husband and I had been looking forward to trying Q and had heard really good things about it from friends.,positive
426,426,"the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",positive
427,427,"As for the fries I wasn't crazy about them, they should be eaten hot or else their not very good.",negative
428,428,a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .,positive
429,429,too simple for its own good .,negative
430,430,Service and hospitality were excellent. Food was creatively prepared and tasted great. Food choices are varied and interesting. It was a good experience overall.,positive
431,431,There's usually only one cashier who takes the orders so the wait can be long.,negative
432,432,"However, on Easter Sunday they were overwhelmed.The parking lot was full so people where parking on the street and walking in.",negative
433,433,Was a great place for Valentines day.,positive
434,434,Also turns out i drive a 2012 Camry not a 2014!,neutral
435,435,"Went for brunch and basic eggs, home fries, and bacon were terrible. The bacon was soggy not crispy. Go to Jane instead. They are world's apart.",negative
436,436,a very average science fiction film .,neutral
437,437,We always dine at Mama's when we're on Maui.,neutral
438,438,John (the dispatch manager?),neutral
